Geneid,Entity,Symbol,Ctrl_R1,Ctrl_R2,Ctrl_R3,0_R1,0_R2,0_R3,2_R1,2_R2,2_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,20_R1,20_R2,20_R3,30_R1,30_R2,30_R3,Temporal_Class
gene-CPT_phageK_gp175,phage,gene-CPT_phageK_gp175,0.0,0.0,0.0,6.18826412308259,1.0986122886681098,1.0986122886681098,2.6390573296152584,2.5649493574615367,2.6390573296152584,,3.6375861597263857,4.736198448394496,6.814542897259958,6.413458957167357,7.038783541388542,9.829302654346751,9.428993858017527,10.446102498791525,10.806976692573075,10.480353693878078,10.459124004835836,late
gene-CPT_phageK_gp101,phage,gene-CPT_phageK_gp101,0.0,0.6931471805599453,0.0,4.634728988229636,1.0986122886681098,1.791759469228055,5.66988092298052,3.258096538021482,4.727387818712341,8.646465527120377,6.410174881966167,8.990067695753655,9.958591078762153,9.316590491818841,9.649498121050817,9.447781227991216,9.453600226875217,9.520688614926875,9.187071745036828,9.070388411548738,8.727616178321068,middle
gene-CPT_phageK_gp139,phage,gene-CPT_phageK_gp139,0.0,0.0,0.0,2.5649493574615367,0.0,0.0,4.0943445622221,1.6094379124341003,3.4657359027997265,7.329093736246592,5.375278407684165,7.337587743538596,8.595819511871428,7.920083199053234,8.173293438966228,7.199678345691172,7.539027055823995,7.343426229147367,6.489204931325317,6.63200177739563,6.342121418721152,middle
gene-CPT_phageK_gp013,phage,gene-CPT_phageK_gp013,0.0,0.0,,1.791759469228055,0.0,0.0,3.6888794541139363,1.6094379124341003,3.58351893845611,6.194405391104672,4.406719247264253,6.504288173536645,7.413970290190444,6.63200177739563,6.92461239604856,6.728628613084702,6.400257445308821,6.831953565565855,6.20050917404269,5.662960480135946,5.808142489980444,middle
gene-CPT_phageK_gp137,phage,gene-CPT_phageK_gp137,,0.6931471805599453,0.0,3.2188758248682006,0.6931471805599453,0.0,4.584967478670572,1.791759469228055,3.4657359027997265,7.527255919373784,5.84354441703136,7.776115477098742,9.004791129062925,8.329175442077402,8.678291111758565,8.003363058629947,8.326516830239528,8.016647877057803,7.221835825288449,7.422373700986824,6.885509670034818,middle
gene-CPT_phageK_gp032,phage,gene-CPT_phageK_gp032,0.0,0.0,0.0,3.871201010907891,0.6931471805599453,0.0,2.0794415416798357,0.6931471805599453,0.0,4.804021044733257,3.044522437723423,5.560681631015528,6.5722825426940075,5.978885764901122,6.236369590203704,7.416378479192928,6.915723448631314,7.958576903813898,8.521981708148035,7.682943169878292,8.043342170441608,late
gene-CPT_phageK_gp112,phage,gene-CPT_phageK_gp112,,0.0,0.0,3.970291913552122,0.6931471805599453,0.0,5.402677381872279,2.5649493574615367,4.653960350157523,8.216088098632316,6.169610732491456,8.553525120663627,9.457044187699406,8.996156562033445,9.194617411510947,8.856945756159021,8.917444732471514,8.893572718629306,8.366602832783736,8.253227645581772,7.897668150726906,middle
gene-CPT_phageK_gp114,phage,gene-CPT_phageK_gp114,0.0,0.0,,4.454347296253507,1.0986122886681098,0.0,2.0794415416798357,0.0,0.6931471805599453,,2.6390573296152584,4.584967478670572,5.666426688112432,5.823045895483019,5.918893854273146,7.1316985104669115,6.740519359606223,8.157657015196472,9.138629524422182,8.684231891345675,9.497397249034046,late
gene-CPT_phageK_gp123,phage,gene-CPT_phageK_gp123,,0.6931471805599453,0.0,3.367295829986474,0.6931471805599453,1.3862943611198906,4.02535169073515,2.1972245773362196,2.9444389791664403,7.561121589530238,5.529429087511423,8.00736706798333,9.078635880978755,8.61323037961318,8.889583991794973,8.478660241699453,8.565411763686711,8.6328406149422,7.880048200971577,8.019941687677365,7.555905093611346,middle
gene-CPT_phageK_gp184,phage,gene-CPT_phageK_gp184,0.0,0.0,0.0,4.248495242049359,0.0,0.0,1.9459101490553132,0.6931471805599453,1.791759469228055,,2.4849066497880004,,6.1092475827643655,5.2574953720277815,6.139884552226255,8.043663352393944,7.9603236291488395,8.837681215593197,8.699348067653093,8.755264763314685,8.294299608857235,late
gene-CPT_phageK_gp227,phage,gene-CPT_phageK_gp227,0.0,0.0,0.0,4.110873864173311,1.6094379124341003,0.6931471805599453,2.3978952727983707,1.0986122886681098,0.6931471805599453,,2.995732273553991,,5.455321115357702,5.176149732573829,5.117993812416755,6.643789733147672,5.726847747587197,7.303843225277705,8.822764296703758,7.5485559791698735,8.522578663692576,late
gene-CPT_phageK_gp182,phage,gene-CPT_phageK_gp182,0.0,0.0,0.0,5.736572297479192,0.0,1.0986122886681098,4.5217885770490405,2.3978952727983707,3.58351893845611,6.893656354602635,5.153291594497779,7.422971251049421,8.81936971001847,8.103191752285786,8.786456678344,9.960907043403614,9.648337205086833,10.319496874519963,10.299844641613564,10.078154890393224,9.602247315485496,late
gene-CPT_phageK_gp162,phage,gene-CPT_phageK_gp162,0.0,0.0,0.0,1.791759469228055,0.0,0.0,4.553876891600541,1.9459101490553132,3.5263605246161616,7.187657164114956,5.123963979403259,6.942156705699469,7.739359202689098,6.8966943316227125,6.827629234502852,6.192362489474872,6.144185634125646,6.376726947898627,5.937536205082426,5.37989735354046,5.572154032177765,middle
gene-CPT_phageK_gp159,phage,gene-CPT_phageK_gp159,0.0,0.0,0.0,5.641907070938114,1.0986122886681098,0.0,2.4849066497880004,1.3862943611198906,2.3978952727983707,4.969813299576001,4.143134726391533,5.537334267018537,6.616065185132817,6.635946555686647,7.02197642307216,9.279306576440906,8.881697406469304,10.145570613669733,10.182330676320705,10.007487142554613,9.785041797329646,late
gene-CPT_phageK_gp006,phage,gene-CPT_phageK_gp006,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,3.8918202981106265,1.3862943611198906,2.8903717578961645,6.687108607866515,5.111987788356544,6.926577033222725,7.455876687491824,7.3752557780097545,7.063903961472068,5.808142489980444,6.161207321695077,5.6240175061873385,5.049856007249537,4.897839799950911,4.7535901911063645,middle
gene-CPT_phageK_gp028,phage,gene-CPT_phageK_gp028,,0.0,0.0,3.091042453358316,0.6931471805599453,0.6931471805599453,4.110873864173311,2.0794415416798357,2.995732273553991,7.416979621381154,5.278114659230517,7.471932078245122,8.784774592161016,8.043663352393944,8.394347361417392,7.839525581704678,8.03073492409854,8.080546965824498,7.3453648404168685,7.633369649679584,6.71901315438526,middle
gene-CPT_phageK_gp143,phage,gene-CPT_phageK_gp143,,1.0986122886681098,0.0,5.0689042022202315,2.1972245773362196,1.3862943611198906,5.545177444479562,3.5553480614894135,4.897839799950911,8.191463051326927,6.583409222158765,8.589699882202986,9.637371257998907,9.150484204822817,9.557328550325371,9.530610634021116,9.50218875329738,9.978826909081944,9.717157974344635,9.725914702764378,9.317848579691468,late
gene-CPT_phageK_gp079,phage,gene-CPT_phageK_gp079,0.0,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,4.718498871295094,2.1972245773362196,3.9512437185814275,6.97914527506881,5.267858159063328,7.075808863978387,7.398174092970465,7.126890808898808,6.92461239604856,5.834810737062605,5.961005339623274,6.234410725718371,5.351858133476067,5.111987788356544,5.680172609017068,middle
gene-CPT_phageK_gp173,phage,gene-CPT_phageK_gp173,,0.0,,,,1.6094379124341003,4.07753744390572,3.4011973816621555,3.1780538303479458,5.659482215759621,4.762173934797756,6.091309882077698,7.294377299288821,7.4360278163518485,7.752764808851328,11.367020693996821,10.625295073589285,,12.74608030153968,12.302731914903793,,late
gene-CPT_phageK_gp130,phage,gene-CPT_phageK_gp130,,1.0986122886681098,0.0,4.812184355372417,0.0,0.6931471805599453,3.5553480614894135,2.6390573296152584,2.302585092994046,7.400009517162692,5.598421958998375,8.08886878916199,9.291090521661292,9.032528630660057,9.336091577281744,9.378055776380775,9.551586907757695,9.583695426166113,9.3940775929113,9.457590998633625,8.783549477153265,late
gene-CPT_phageK_gp027,phage,gene-CPT_phageK_gp027,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,3.2188758248682006,1.791759469228055,1.9459101490553132,6.951772164398911,4.624972813284271,6.9782137426306985,8.35490952835879,7.504391559161238,7.8674885686991285,7.426549072397305,7.559038255443384,7.61972421378267,6.947937068614969,7.208600337960199,6.375024819828097,middle
gene-CPT_phageK_gp094,phage,gene-CPT_phageK_gp094,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,3.6375861597263857,0.6931471805599453,2.995732273553991,6.883462586413092,4.7535901911063645,6.97166860472579,8.08825472712243,7.3310603052186325,7.562681246721884,7.532088143541722,7.342131730584722,7.440146680662688,7.3613754289773485,6.947937068614969,6.630683385642372,middle
gene-CPT_phageK_gp082,phage,gene-CPT_phageK_gp082,,0.0,0.0,3.7612001156935624,0.6931471805599453,1.0986122886681098,5.049856007249537,3.332204510175204,4.110873864173311,8.363342466597977,6.267200548541362,8.440528106480752,9.711115659888671,9.065083359319043,9.281078386481525,8.796641458940915,8.863898604317479,8.654168646443315,8.074649075066652,8.112827478751374,7.532088143541722,middle
gene-CPT_phageK_gp047,phage,gene-CPT_phageK_gp047,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,3.7612001156935624,2.0794415416798357,2.3978952727983707,6.68586094706836,4.859812404361672,6.940222469119639,7.6251071482389,7.480992162869525,7.20934025660291,6.0867747269123065,6.371611847231857,5.872117789475416,5.4680601411351315,5.337538079701318,4.969813299576001,middle
gene-CPT_phageK_gt001,phage,tRNA-Met,0.0,0.0,0.0,2.9444389791664403,0.0,0.6931471805599453,3.58351893845611,1.3862943611198906,2.9444389791664403,5.777652323222656,4.564348191467836,6.693323668269949,6.756932389247553,6.807934943699926,6.98100574072173,7.731930721948486,7.037905963447182,7.912423121473705,7.762596048540069,7.297091005160418,7.1770187659099,late
gene-CPT_phageK_gt003,phage,tRNA-Phe,0.0,0.0,0.0,3.784189633918261,0.0,0.6931471805599453,,1.0986122886681098,1.791759469228055,,3.091042453358316,5.099866427824199,6.3578422665081,6.0014148779611505,6.391917113392602,8.19836438996762,7.532088143541722,7.668093709082406,8.20166019080868,7.432483807917119,7.017506142941256,late
gene-CPT_phageK_gp016,phage,gene-CPT_phageK_gp016,0.0,0.0,,3.091042453358316,1.0986122886681098,2.1972245773362196,6.674561391814426,4.330733340286331,6.42648845745769,8.209852481301272,6.842683282238422,7.781138509845015,8.224967478914584,7.878155336503324,7.503840746698951,6.9975959829819265,6.625392368007956,7.450079569807499,6.51471269087253,6.131226489483141,6.8658910748834385,middle
gene-CPT_phageK_gp233,phage,gene-CPT_phageK_gp233,0.0,0.0,0.0,3.4339872044851463,0.0,0.0,4.060443010546419,1.6094379124341003,2.8903717578961645,7.581209826196346,5.3230099791384085,7.727094484779841,8.769351707798972,8.010359588919783,8.253748343328501,8.09009578318096,8.029758520440822,7.939515260662406,7.696667081526462,7.539027055823995,6.71901315438526,middle
gene-CPT_phageK_gp022,phage,gene-CPT_phageK_gp022,0.0,0.6931471805599453,0.0,3.6109179126442243,0.6931471805599453,1.0986122886681098,1.9459101490553132,0.0,1.0986122886681098,6.040254711277414,3.713572066704308,6.690842277418564,8.159946655578548,7.318539548567902,8.104703468371108,8.084254106307318,7.853993087224244,8.189799618728228,7.716460800176355,7.720905251936779,6.921658184151129,late
gene-CPT_phageK_gp115,phage,gene-CPT_phageK_gp115,0.0,0.0,,5.10594547390058,1.3862943611198906,0.0,2.9444389791664403,1.9459101490553132,1.0986122886681098,,3.5553480614894135,5.303304908059076,6.418364935936212,6.532334292222349,6.668228248417403,7.781138509845015,7.362645270417825,8.932212512329214,9.71456425210761,9.388904879892426,10.229151590440738,late
gene-CPT_phageK_gp102,phage,gene-CPT_phageK_gp102,0.0,0.6931471805599453,0.0,4.219507705176107,0.6931471805599453,1.3862943611198906,5.627621113690637,3.1780538303479458,4.890349128221754,8.442685139241176,6.240275845170769,8.664232934065552,9.654064192201437,8.978408314628894,9.290075339995036,8.979164648964709,8.94389780251682,9.048409504829962,8.616857514529183,8.597297435657898,8.349484346990128,middle
gene-CPT_phageK_gp035,phage,gene-CPT_phageK_gp035,0.0,0.0,,1.791759469228055,1.0986122886681098,1.6094379124341003,5.598421958998375,4.02535169073515,5.313205979041787,7.348587530927593,6.418364935936212,6.951772164398911,7.409741954080923,7.346010209913293,7.134890851565884,6.093569770045136,6.300785794663244,6.887552571664617,5.5134287461649825,5.752572638825633,6.366470447731438,middle
gene-CPT_phageK_gp071,phage,gene-CPT_phageK_gp071,0.0,0.6931471805599453,0.0,2.995732273553991,0.0,0.6931471805599453,4.605170185988092,2.4849066497880004,3.8501476017100584,7.86940171257709,5.849324779946859,8.077136638538454,9.031333316150057,8.612139668725192,8.702344075220351,8.19229373114764,8.325306029752582,8.239593454305968,7.461065514354283,7.424761761823209,7.069023426578259,middle
gene-CPT_phageK_gp214,phage,gene-CPT_phageK_gp214,0.0,0.6931471805599453,0.0,2.6390573296152584,0.0,0.6931471805599453,3.091042453358316,1.9459101490553132,2.0794415416798357,6.828712071641684,4.553876891600541,7.007600613951853,8.187299270155147,7.5406215286571525,7.736743682453495,7.323830566202317,7.696667081526462,7.471932078245122,6.833031732786201,7.074963197966044,6.22455842927536,middle
gene-CPT_phageK_gp095,phage,gene-CPT_phageK_gp095,0.0,0.0,0.0,3.9889840465642745,1.0986122886681098,0.6931471805599453,4.48863636973214,2.4849066497880004,3.5553480614894135,7.497207223203318,5.424950017481403,7.649692623711514,8.857941984804711,8.09009578318096,8.420241665339788,8.503094267036737,8.27052509505507,8.386400901166214,8.308199063206446,7.883069351305753,7.516433302915632,middle
gene-CPT_phageK_gp207,phage,gene-CPT_phageK_gp207,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,3.091042453358316,1.791759469228055,1.791759469228055,6.059123195581797,4.0943445622221,6.0063531596017325,7.170888478512505,6.582025138892826,6.61472560020376,6.2324480165505225,6.423246963533519,6.2285110035911835,5.908082938168931,5.7899601708972535,5.1647859739235145,middle
gene-CPT_phageK_gp151,phage,gene-CPT_phageK_gp151,0.0,0.0,0.0,4.204692619390966,0.6931471805599453,1.0986122886681098,4.844187086458591,2.4849066497880004,3.7612001156935624,7.698029170272805,5.940171252720432,7.884952945759814,8.695339376799712,8.39660622842712,8.316544717929398,8.211482916445066,8.129174996911793,8.730367211692958,8.839131752546109,8.72891172506098,8.546751993657782,late
gene-CPT_phageK_gp004,phage,gene-CPT_phageK_gp004,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,4.430816798843313,2.1972245773362196,3.4965075614664802,7.156176637480615,5.375278407684165,7.318539548567902,7.8826922062890254,7.729295674310482,7.450660796211539,6.202535517187923,6.42648845745769,6.171700597410915,5.44673737166631,5.424950017481403,5.438079308923196,middle
gene-CPT_phageK_gp200,phage,gene-CPT_phageK_gp200,0.0,0.0,,2.772588722239781,0.0,0.0,4.663439094112067,1.9459101490553132,3.9318256327243257,7.4127640174265625,5.14166355650266,7.255591274253665,8.560635749259074,7.696667081526462,7.915348169263078,7.583756300707112,7.734996194022781,7.768533300926033,7.080867896690782,7.068172000388042,6.536691597591305,middle
gene-CPT_phageK_gp148,phage,gene-CPT_phageK_gp148,,,,7.057036981697891,2.6390573296152584,2.4849066497880004,6.0014148779611505,4.709530201312334,4.700480365792417,9.133459327640225,7.538494999413465,9.96843224117651,10.880835753711198,,11.05377472944226,11.39471608844349,11.212752370173659,11.741724991060595,11.555304646445313,11.642593153092266,11.404727594492241,early
gene-CPT_phageK_gp036,phage,gene-CPT_phageK_gp036,0.0,0.0,,2.772588722239781,0.6931471805599453,,6.502790045915623,4.787491742782046,6.163314804034641,8.09101504171053,7.095893221097532,7.720905251936779,8.167919362957816,8.075271546297458,7.820840879907344,7.466799475018602,7.172424577124845,7.842671474979457,6.849066282633458,6.816735880594968,7.151485463904735,middle
gene-CPT_phageK_gp190,phage,gene-CPT_phageK_gp190,0.0,0.0,0.0,3.6375861597263857,0.6931471805599453,0.0,,0.6931471805599453,0.0,,,,,,,6.293419278846481,5.214935757608986,7.302496423727326,8.50045386741194,7.462789157412448,8.176391596633795,late
gene-CPT_phageK_gp210,phage,gene-CPT_phageK_gp210,,0.0,0.0,4.553876891600541,0.6931471805599453,0.6931471805599453,3.713572066704308,2.1972245773362196,2.3978952727983707,7.155396301896734,5.159055299214529,7.532088143541722,8.712430973476739,8.288534459413917,8.491465042843506,8.546363568716018,8.655737000864297,8.762333040602343,9.02905827475689,8.508354242749032,8.326274787396764,late
gene-CPT_phageK_gp176,phage,gene-CPT_phageK_gp176,0.0,0.0,0.0,5.68697535633982,0.6931471805599453,1.0986122886681098,2.995732273553991,2.0794415416798357,2.302585092994046,5.8998973535824915,4.2626798770413155,6.18826412308259,7.365812837209472,6.933423025730715,7.4821189235521155,9.485165142425407,9.276221741089696,10.299575498831695,10.244591901483902,10.226874549608686,9.96843224117651,late
gene-CPT_phageK_gp024,phage,gene-CPT_phageK_gp024,0.0,0.0,0.0,2.70805020110221,0.0,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.6931471805599453,6.129050210060545,3.8066624897703196,6.429719478039138,8.178077463849608,7.168579897264035,7.793999089503996,7.5678626054638825,7.564238475170491,7.669495251007694,7.254177846456518,7.3427791893318455,6.364750756851911,middle
gene-CPT_phageK_gp172,phage,gene-CPT_phageK_gp172,0.0,0.0,0.0,3.295836866004329,0.0,0.0,1.9459101490553132,1.0986122886681098,1.0986122886681098,,2.4849066497880004,,,,4.8283137373023015,6.901737206656574,6.507277712385012,7.740229524763182,7.953318346560431,7.747164966520335,7.903596289614301,late
gene-CPT_phageK_gp230,phage,gene-CPT_phageK_gp230,0.0,0.0,0.0,3.1354942159291497,0.6931471805599453,0.6931471805599453,5.231108616854587,2.995732273553991,4.127134385045092,8.029758520440822,5.823045895483019,8.018954683155718,9.018332049592685,8.356319965828153,8.480944058741116,7.964503363551548,8.146129510025405,7.878912912297133,7.366445148327599,7.4570320891223805,6.698268054115413,middle
gene-CPT_phageK_gp205,phage,gene-CPT_phageK_gp205,0.0,0.0,0.0,4.31748811353631,1.3862943611198906,1.3862943611198906,5.135798437050262,2.9444389791664403,4.1588830833596715,8.230843564198235,6.248042874508429,8.406485069431817,9.678717679477334,9.038246335337664,9.337325383730672,9.105424202026622,9.327323087461798,9.449121024069791,8.742414582525413,8.92399074475818,8.30795254527102,middle
gene-CPT_phageK_gp045,phage,gene-CPT_phageK_gp045,0.0,0.0,0.0,1.791759469228055,0.0,1.791759469228055,5.634789603169249,3.295836866004329,5.187385805840755,7.4109518755836366,5.4510384535657,6.061456918928017,7.277938572945661,6.135564891081739,5.517452896464707,5.351858133476067,4.875197323201151,5.476463551931511,4.882801922586371,4.143134726391533,4.976733742420574,middle
gene-CPT_phageK_gp178,phage,gene-CPT_phageK_gp178,0.0,0.0,0.0,2.833213344056216,0.0,0.0,1.6094379124341003,0.0,0.6931471805599453,,,,,,4.499809670330265,6.5337888379333435,6.274762021241939,7.132497551660044,7.642524134232902,7.095064377287131,7.146772179452637,late
gene-CPT_phageK_gp138,phage,gene-CPT_phageK_gp138,,0.6931471805599453,0.0,3.871201010907891,1.0986122886681098,0.6931471805599453,5.583496308781699,2.9444389791664403,4.553876891600541,8.758569510991506,6.8001700683022,8.889859587773016,10.196679418161507,9.478380804172675,9.875705171523677,9.017726025696795,9.306377560173125,9.076694687106265,8.201385955238608,8.438149984075784,7.989560449333865,middle
gene-CPT_phageK_gp199,phage,gene-CPT_phageK_gp199,0.0,0.0,,4.875197323201151,0.6931471805599453,0.6931471805599453,5.153291594497779,2.3978952727983707,3.5553480614894135,7.355001921105257,5.765191102784844,8.062747901086354,8.138272638530186,8.127995055771946,8.325548307161398,9.348448774093812,8.757154527656606,9.583626581720113,9.643031466337938,8.788745881938135,8.860215358901183,late
gene-CPT_phageK_gp145,phage,gene-CPT_phageK_gp145,0.0,0.0,0.0,4.060443010546419,0.0,0.6931471805599453,1.9459101490553132,1.791759469228055,1.791759469228055,5.940171252720432,3.9318256327243257,6.558197802812269,8.132706489693264,7.781138509845015,8.162516250140179,8.432288684325794,8.432070937999402,8.743372131273969,8.601901919343192,8.759668671029939,8.412277021466677,late
gene-CPT_phageK_gp220,phage,gene-CPT_phageK_gp220,,0.0,0.0,3.6375861597263857,1.0986122886681098,1.0986122886681098,5.783825182329737,3.258096538021482,4.875197323201151,8.388905171114706,6.803505257608338,8.750207862525711,9.61707134520558,9.265112607823163,9.377886643187983,8.671115273688494,8.857799727175905,8.576593534697684,7.7886260656250315,7.965545573129992,7.434847875211999,middle
gene-CPT_phageK_gp125,phage,gene-CPT_phageK_gp125,,1.6094379124341003,,5.293304824724492,1.6094379124341003,2.4849066497880004,6.532334292222349,4.330733340286331,5.537334267018537,,7.757478766584179,,10.950648639613158,10.524547794201172,10.745550305055986,10.26339725898479,10.332441296713197,10.355263563507542,9.60008251961911,9.773492755919941,9.385553389532843,middle
gene-CPT_phageK_gp052,phage,gene-CPT_phageK_gp052,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,4.143134726391533,1.3862943611198906,3.091042453358316,6.54534966033442,4.574710978503383,6.630683385642372,7.346010209913293,6.8885724595653635,6.643789733147672,5.908082938168931,6.008813185442595,5.697093486505405,5.442417710521793,4.927253685157205,4.77912349311153,middle
gene-CPT_phageK_gp154,phage,gene-CPT_phageK_gp154,0.0,1.0986122886681098,0.0,3.8501476017100584,0.0,0.6931471805599453,4.9344739331306915,2.4849066497880004,3.828641396489095,7.00669522683704,5.5053315359323625,7.144407180321139,7.687997166393016,7.522400231387125,7.3938782901077555,7.7886260656250315,7.468513271496337,8.503499864284235,8.420021279663963,8.399760094524142,8.384575666801398,late
gene-CPT_phageK_gp141,phage,gene-CPT_phageK_gp141,,1.0986122886681098,0.0,5.1298987149230735,1.3862943611198906,1.6094379124341003,5.805134968916488,3.7376696182833684,4.919980925828125,8.580355766373877,6.8966943316227125,8.955577146281511,9.903637541287253,9.473857817428666,9.766922993079902,9.517972119735584,9.613135251528469,9.920393832602487,9.607168286688683,9.726750374036074,9.242710752006634,late
gene-CPT_phageK_gp064,phage,gene-CPT_phageK_gp064,,0.6931471805599453,0.0,4.770684624465665,0.0,1.6094379124341003,5.676753802268282,3.6109179126442243,4.770684624465665,8.812099108957337,7.044905117129371,9.365376374075716,10.107978215351128,9.925004395998378,10.02791513091118,9.718963572186974,9.819072801393764,9.755509449764629,9.015055148790369,9.228573140237243,8.550434525196039,middle
gene-CPT_phageK_gp017,phage,gene-CPT_phageK_gp017,0.0,0.0,,1.9459101490553132,0.0,1.6094379124341003,5.700443573390687,3.8501476017100584,5.583496308781699,7.289610521451167,6.246106765481563,6.714170529909472,7.175489713624222,7.047517221357296,6.70196036600254,5.683579767338681,5.733341276897746,6.455198563340122,5.262690188904886,5.37989735354046,6.040254711277414,middle
