Geneid,Entity,Symbol,5_R1,5_R2,5_R3,15_R1,15_R2,15_R3,30_R1,30_R2,30_R3
gene-phage515_00051,phage,gene-phage515_00051,8.069342366811636,8.14351740579748,8.005700678662542,9.572132202294377,9.586445324777861,10.063094747044966,10.835592576704641,10.841187463647783,10.216471807850127
gene-phage515_00203,phage,rpp,8.347827345782498,8.497194544909547,8.358666283188,9.392995206560258,9.435881047890113,9.726810038127258,9.505246289517283,9.27199975236291,8.872487182278038
gene-phage515_00156,phage,gene-phage515_00156,6.09807428216624,6.1903154058531475,5.820082930352362,8.77307495131822,8.942460926820582,9.18399639663658,10.138717764985484,8.9850695596458,9.006999447958153
gene-phage515_00149,phage,polA.3,7.715569534520208,7.792348924113037,7.629489916393995,9.378732023236639,9.475623449484484,9.740497924041666,9.621986339159427,8.693161274238017,8.904765846682814
gene-phage515_00213,phage,gene-phage515_00213,6.293419278846481,6.411818267709897,6.255750041753367,6.406879986069314,6.173786103901937,6.675823221634848,5.926926025970411,6.129050210060545,5.407171771460119
gene-phage515_00110,phage,gene-phage515_00110,5.25227342804663,5.308267697401205,5.198497031265826,7.050122520269059,7.381501894506707,7.617759576608505,10.481420270828858,9.790038860028549,9.608176452919857
gene-phage515_00228,phage,treM,5.937536205082426,6.068425588244111,6.35088571671474,6.899723107284872,6.52649485957079,7.355001921105257,7.4318919168078,7.38770923908104,6.796823718274855
gene-phage515_00159,phage,tmpH_1,4.700480365792417,4.7535901911063645,4.584967478670572,6.20455776256869,6.440946540632921,6.661854740545311,9.90797745780898,8.644530439877432,8.731013415269564
gene-phage515_00168,phage,gene-phage515_00168,7.190676034332207,7.266827347520591,7.146772179452637,8.452334619067742,8.560635749259074,8.860641041773876,8.713746330456916,8.07558263667172,8.075271546297458
gene-phage515_00025,phage,mbpA,6.650279048587422,6.705639094860003,6.56244409369372,8.35608503102148,8.381373468273702,8.690305809124883,8.783702698635217,8.108021221376747,8.07246736935477
gene-phage515_00075,phage,gene-phage515_00075,5.3230099791384085,5.6240175061873385,5.484796933490655,7.584773077612199,7.599901959208498,8.157370441186774,9.237858258012922,8.679312040892672,8.594154232552366
gene-phage515_00169,phage,gene-phage515_00169,7.3783837129967145,7.503289630675082,7.351158226430694,8.79920924224139,8.942460926820582,9.256460307589736,9.41311793733752,8.799963219506997,8.698013622083925
gene-phage515_00108,phage,mbpX,8.03073492409854,8.228443883004033,8.100161446936607,8.165932137321585,8.045908742270779,8.453827315794417,8.281723990411392,8.35490952835879,7.790282380703483
gene-phage515_00082,phage,mbpC,2.772588722239781,2.1972245773362196,2.6390573296152584,2.995732273553991,3.784189633918261,3.970291913552122,9.147081032336992,8.08271113423758,8.225503097566918
gene-phage515_00189B,phage,gene-phage515_00189B,7.681099001536359,7.715123603632105,7.620705086838262,8.121183242078828,8.009363076630045,8.377011160816375,7.920446505142607,7.661527081358517,7.359467638255621
gene-phage515_00148,phage,I-KsaIII,7.493317248862145,7.669028288589683,7.470224135899966,9.41041998369184,9.246093541682,9.771726021353874,9.757073534080591,9.462110252078716,9.07726601775084
gene-phage515_00154,phage,gene-phage515_00154,8.107720061910534,8.286773231131251,7.96346006663897,10.334035441011755,10.153428816235715,10.753275168052005,11.43624958317231,11.001116024081504,10.769116369608055
gene-phage515_00013,phage,gene-phage515_00013_gene_treM,6.054439346269371,6.066108090103747,6.416732282512326,6.920671504248683,6.569481420414296,7.370860166536716,7.412160334945205,7.398174092970465,6.787844982309579
gene-phage515_00193,phage,gene-phage515_00193,8.023552392404348,8.19229373114764,7.939515260662406,9.72082593792907,9.746833742490752,10.106305940055739,10.083473049532534,10.090216051148289,9.568713872550497
gene-phage515_00031,phage,gene-phage515_00031,5.8998973535824915,6.07993319509559,5.869296913133774,7.450079569807499,7.564757012905729,7.932003152361385,9.774005094757891,9.167328481382892,8.968778235137956
gene-phage515_00127,phage,dhlA,8.655388690167637,8.745125259462244,8.641532465671846,9.539716058977092,9.697446909121581,10.019179514532201,10.564111541390513,9.855347177208193,9.821246597152218
gene-phage515_00132,phage,rncB,8.721928343047091,8.768574284141687,8.69433468816865,9.980448593672257,10.056208639553791,10.322428124045716,9.979244164935375,9.227099155791137,9.416622566214981
gene-phage515_00200,phage,gene-phage515_00200,7.679251425953058,7.835974581721566,7.752764808851328,8.427487278331744,8.406261630708956,8.763271714012943,8.639410824140487,8.473032295630468,8.03268487596762
gene-phage515_00093,phage,gene-phage515_00093,5.225746673713202,5.262690188904886,5.2832037287379885,6.300785794663244,6.546785410760524,6.9363427358340495,9.003931019653137,8.412277021466677,8.359134886757962
gene-phage515_00014,phage,gene-phage515_00014,7.521859252201629,7.604396348796338,7.720461694599722,6.418364935936212,6.248042874508429,6.877296071497429,6.594413459749778,6.352629396319567,5.926926025970411
gene-phage515_00134,phage,pri,7.809135398120538,7.824845691026856,7.758760544157663,9.445175311879977,9.530683226667511,9.784366121628265,9.639131305387844,8.994420665751292,9.089640586738398
gene-phage515_00071,phage,lysK.1,7.3343293503005365,7.549609165154532,7.336936913707618,8.255048902752295,8.254008590564844,8.709630081951286,9.96688479766592,9.110409533351133,9.129564061948894
gene-phage515_00090,phage,gene-phage515_00090,6.839476438228843,7.053585727193677,6.86484777797086,8.91811465947453,9.19125948416339,9.446755465483632,10.741946464256127,10.272772653189536,10.09216387496809
gene-phage515_00082A,phage,mbpW,4.23410650459726,3.8501476017100584,4.290459441148391,6.617402977974478,6.84587987526405,7.257002707092073,8.961879012677683,8.567886305731756,8.271036865792954
gene-phage515_00122,phage,tmpG,9.047233034106032,9.188299241099303,8.950014029534257,10.912156898644932,11.078628690193362,11.349264707364194,12.059392326280529,11.10755535234985,11.265642897802692
gene-phage515_00115,phage,gene-phage515_00115,7.653494909661253,7.814399633804487,7.630461261783627,8.862058677395472,8.95660873889395,9.230437073675304,9.719564714375199,9.056256356593467,8.931287626222456
gene-phage515_00217,phage,treB,7.035268599281097,7.074116816197362,7.01301578963963,7.210079628170788,6.96979066990159,7.454719949364001,7.02108396428914,6.982862751468942,6.405228458030842
gene-phage515_00174,phage,mbpH,6.329720905522696,6.504288173536645,6.220590170099739,7.669961995473577,7.736307096548285,8.114324709155339,8.592115117933497,8.327484416188264,7.895436006942965
gene-phage515_00198,phage,gene-phage515_00198,8.292298107063221,8.479906606630221,8.309676895987726,9.485696794737327,9.436359784035856,9.855347177208193,9.981281579976148,9.575885856083103,9.307013259236443
gene-phage515_00146,phage,I-KsaII,8.344980368770571,8.479698986988657,8.427706024914702,9.387733135533384,8.908694592507015,9.72704865890033,9.738553945343401,9.47677327138879,9.03049574505712
gene-phage515_00083,phage,mbpD,4.875197323201151,5.0106352940962555,5.0106352940962555,7.352441100243583,7.703459047867175,8.01829613851552,9.717459133810847,9.255218130754269,9.115370134384955
gene-phage515_00211,phage,gene-phage515_00211,6.966024187106113,7.150701457592526,6.951772164398911,6.85751406254539,6.693323668269949,7.071573364211532,6.324358962381311,6.173786103901937,5.60947179518496
gene-phage515_00158,phage,gene-phage515_00158,4.553876891600541,4.430816798843313,4.574710978503383,6.133398042996649,6.483107351457199,6.621405651764134,9.958496435566927,8.775085935057266,8.841737428600585
gene-phage515_00054,phage,gene-phage515_00054,6.373319789577012,6.505784060128229,6.18826412308259,7.911324018963353,8.035926369891792,8.415824697027949,9.196140022575042,8.726643415598444,8.364973978438726
gene-phage515_00012,phage,gene-phage515_00012,6.556778356158042,6.60934924316738,6.597145701886651,5.583496308781699,5.560681631015528,5.986452005284438,5.786897381366708,5.605802066295998,5.209486152841421
gene-phage515_00049,phage,gene-phage515_00049,7.682943169878292,7.775695749915245,7.600902459542082,9.29182818882245,9.463198053273784,9.74887843430871,10.547050503740312,10.341452118734878,9.881190817537517
gene-phage515_00084,phage,gene-phage515_00084,4.976733742420574,5.0106352940962555,4.962844630259907,7.213031659834869,7.584773077612199,7.939871576361883,9.710024155323328,9.179365567676752,9.152711259139547
gene-phage515_00232,phage,gene-phage515_00232,9.5563385212508,9.703633190449867,9.626415659196363,8.19229373114764,8.223090551161533,8.678631537293768,8.750841375375533,8.385032287813898,8.016977746762262
gene-phage515_00018,phage,gene-phage515_00018,8.708639655987193,8.815666824946216,8.771215062375383,7.5595594960077,7.457609289715606,7.963807953231451,7.951559331155252,7.687538766201629,7.271008538280992
gene-phage515_00234,phage,gene-phage515_00234,8.82555985506085,8.945593270806897,8.956350940490871,7.790696031174738,7.686162303492906,8.22764270790443,8.062432791583195,7.895808377083183,7.465655310134056
gene-phage515_00011,phage,gene-phage515_00011,9.151969458649853,9.304559047215164,9.324650718153594,8.15248607578024,8.187299270155147,8.66785206770135,8.534443544822764,8.339978571990427,7.820840879907344
gene-phage515_00072,phage,ksaI,7.593877844605118,7.742835955430749,7.650168700845001,8.291295851905407,8.234830280442056,8.72355674269043,9.791046473190379,9.202711344811691,8.935113740791747
gene-phage515_00142,phage,tio,5.958424693029782,5.988961416889864,5.680172609017068,8.429454277108231,8.677439540558334,9.038483865029992,10.055349901845375,9.400630098419315,9.251770181739323
gene-phage515_00043,phage,gene-phage515_00043,8.655737000864297,8.78462153484075,8.595449689382004,10.036662631688545,10.103608096692797,10.452475637396468,10.823032982130778,10.628617778949124,10.115610600566873
gene-phage515_00096,phage,gene-phage515_00096,5.627621113690637,5.720311776607412,5.5909869805108565,8.610136937058975,9.106645135637418,9.310457163310955,12.35916276316011,11.124332223082254,11.464869031554539
gene-phage515_00048,phage,gene-phage515_00048,6.949856455000773,7.068172000388042,6.8658910748834385,8.626764827845529,8.787678239039497,9.089979015305,9.946882234855318,9.65975856761281,9.264828557260252
gene-phage515_00078,phage,gene-phage515_00078,4.553876891600541,5.030437921392435,4.574710978503383,5.793013608384144,5.768320995793772,6.042632833682381,7.57353126274595,6.699500340161678,6.617402977974478
gene-phage515_00106,phage,gene-phage515_00106,6.688354713946762,6.9167150203536085,6.945051063725834,6.07993319509559,6.1224928095143865,6.595780513961311,6.313548046277095,6.519147287940395,5.916202062607435
gene-phage515_00145,phage,polA.1,8.617038526385954,8.698681067461614,8.602453035367061,9.342858751676328,9.326254996572539,9.702961291087327,9.365547636278565,9.040382074165628,8.677780256064185
gene-phage515_00212,phage,gene-phage515_00212,6.927557906278317,7.089243155027514,6.981934677156389,6.90875477931522,6.684611727667927,7.165493475060845,6.368187186350492,6.354370040797351,5.786897381366708
gene-phage515_00035,phage,gene-phage515_00035,7.62608275807238,7.771488760117616,7.631916513071252,8.8110561229431,8.832587702434553,9.160099155539436,8.90231952852887,8.895903562215581,8.377241230988792
gene-phage515_00086,phage,ter.1,5.093750200806762,5.187385805840755,5.247024072160486,7.005789019253503,7.359467638255621,7.697575346802343,9.921229234012285,9.3048320350689,9.253016646256619
gene-phage515_00029,phage,gene-phage515_00029,7.515889085215125,7.6236419465115715,7.388327859577107,8.525558107747866,8.598035579260339,8.885025658050846,8.761393485256058,8.450412157725886,8.187021067343505
gene-phage515_00178,phage,mbpJ,9.136155473786806,9.262837940933936,9.098402718735318,10.015163086426718,10.049922830765674,10.458119513239328,10.530681878927565,10.250122261580445,9.743670851082243
gene-phage515_00065,phage,gene-phage515_00065,8.23827262463303,8.326516830239528,8.214735833382303,9.03788993497749,9.126306376366173,9.445412494155667,9.638414622945206,9.370501524100124,9.022081222515475
gene-phage515_00027,phage,gene-phage515_00027,7.422373700986824,7.472500744737558,7.334981878871814,8.866863661202087,8.95040315983296,9.2179116374725,9.076694687106265,8.7879833961978,8.536014945656826
gene-phage515_00007,phage,gene-phage515_00007,7.05444965813294,7.223295679562314,7.081708586105575,8.046549357283078,7.975564658495202,8.32020459757888,7.669495251007694,7.612336837167746,7.110696122978827
gene-phage515_00060,phage,phr,8.531490496117062,8.640118538253535,8.417372856134026,9.913586387213542,10.067432964124373,10.343354087361625,10.945123763681188,10.575998258245631,10.178919902558992
gene-phage515_00207,phage,gene-phage515_00207,7.806289289267033,7.922261058353247,7.754052639035757,8.179199798423086,8.03398273468322,8.472823243680297,7.964850887447313,7.815207062189088,7.393263094763838
gene-phage515_00189A,phage,gene-phage515_00189A,7.8083230503910555,7.911690520708339,7.720017940432244,9.261983605128021,9.097955241381392,9.653422343655654,9.336444248771908,9.283497892593909,8.74257423767064
gene-phage515_00098,phage,gene-phage515_00098,4.882801922586371,4.770684624465665,4.804021044733257,6.049733455231958,6.137727054086234,6.47543271670409,8.860215358901183,7.793174347189205,8.09346227450118
gene-phage515_00032,phage,gene-phage515_00032,5.84354441703136,5.971261839790462,5.62040086571715,7.165493475060845,7.338888133838879,7.67693714581808,9.529230371552156,9.002331708246244,8.704999678440762
gene-phage515_00202,phage,gene-phage515_00202,7.592366128519796,7.68937110752969,7.561121589530238,8.138564737261632,8.073402968986406,8.4096079807363,7.968319500012717,7.880804344674901,7.454141078146678
gene-phage515_00199,phage,mbpN,7.2682230211595655,7.428927194802272,7.317876198626496,7.905810312658931,7.881182202227102,8.205218426395412,8.026170194946426,7.890956716138919,7.4067107301776405
gene-phage515_00097,phage,mcp,5.872117789475416,6.139884552226255,5.924255797414532,8.469262657658687,9.018937706446035,9.187992508312275,13.237894991623547,11.873567529470073,12.104222627525472
gene-phage515_00220,phage,gene-phage515_00220,7.515344571180436,7.6362696033793735,7.509883061154913,8.017307507688582,7.92588031673756,8.2960476427647,7.693481640835175,7.613324979540639,7.048386408721883
gene-phage515_00042,phage,gene-phage515_00042,8.318498320504338,8.476996001664824,8.261009786023827,9.835208711782833,9.87194528452625,10.280827496918445,10.729744161706302,10.525997653496633,10.027826826791735
gene-phage515_00089A,phage,gene-phage515_00089A,5.846438775057725,5.940171252720432,5.796057750765372,7.897296472595885,8.088561805276234,8.37539918579835,9.488275092973083,9.141526055975824,8.933400396056303
gene-phage515_00119,phage,bmpB,7.860185057472165,7.9105906122564775,7.853604813097837,8.546363568716018,8.59044365315583,8.959183074206774,9.420033875565988,8.7558950816463,8.668024081118821
gene-phage515_00137,phage,gene-phage515_00137,8.08271113423758,8.194229304819817,8.008698182988528,9.85245738142335,9.989114638503565,10.29960914564114,10.552656721923686,10.163194443157385,9.966650127493768
gene-phage515_00117,phage,gene-phage515_00117,7.432483807917119,7.493873886783559,7.459338895220296,7.533158807455563,7.495541943884256,7.952263308657046,8.897272113133987,8.226573474977114,8.04044688130311
gene-phage515_00059,phage,mbpU,6.4967749901858625,6.536691597591305,6.4967749901858625,7.355001921105257,7.419979923661835,7.7279755421055585,7.7306140660637395,7.6624678152002375,7.197435354096591
gene-phage515_00113,phage,tmpD,8.165363632473982,8.307212626628308,8.216898580913613,8.493719835230594,8.537975730598767,8.82864061741828,9.613603056529147,8.769040810858803,8.85209276347713
gene-phage515_00057,phage,gene-phage515_00057,8.112227958349724,8.181720455128108,8.020270472819238,9.310366686043308,9.433163872079467,9.73014555852275,10.074368919187528,9.855399641729074,9.394410399304254
gene-phage515_00055,phage,gene-phage515_00055,6.825460036255307,6.887552571664617,6.6052979209482015,8.39638057119949,8.469472455204826,8.868694776580972,9.563248229345671,9.29697667863573,8.802973456578423
gene-phage515_00100,phage,gene-phage515_00100,6.20050917404269,6.214608098422191,6.139884552226255,7.271703706887368,7.56164174558878,7.844240718141811,10.082010236072934,9.115480090952223,9.305741456739435
gene-phage515_00023,phage,gene-phage515_00023,7.195937226475569,7.1731917424865985,6.994849985833071,9.094255892955381,9.202812105555392,9.510074525452104,9.33917324381915,8.769351707798972,8.778479952508487
gene-phage515_00129,phage,dhlB,9.08375621986673,9.236300473645715,9.07954808172616,10.019936365179374,10.11382951201313,10.44065321163396,10.638640027241104,10.051088256601693,9.956222307519994
gene-phage515_00088,phage,ter.2,7.1846291527173145,7.354362330421477,7.1853870155804165,8.086410275323782,8.30671904320269,8.609590040682205,10.746196327732314,9.772068213669293,10.030824800997323
gene-phage515_00123,phage,gene-phage515_00123,5.351858133476067,5.384495062789089,5.247024072160486,7.81237820598861,7.909122183211411,8.163086375583216,8.427924723658055,7.382124365737512,7.7702232041587855
gene-phage515_00143,phage,gene-phage515_00143,7.359467638255621,7.382746449738912,7.368970402194793,7.916807490937603,7.807916628926408,8.38776764397578,9.916502489613622,9.723044230753946,9.194718991073225
gene-phage515_00227,phage,gene-phage515_00227,7.060476365999801,7.164720378771857,7.201916317531627,6.1779441140506,6.244166900663736,6.556778356158042,6.45833828334479,6.317164686747284,5.91350300563827
gene-phage515_00020,phage,gene-phage515_00020,5.981414211254481,6.0063531596017325,5.58724865840025,8.446985296372741,8.511376306094673,8.915163617762142,9.127176130715414,8.676416696964216,8.518392471991719
gene-phage515_00192,phage,mbpL,8.406038142050075,8.52158353971753,8.302017809751204,9.874419130038781,9.95546311412647,10.246580679751457,10.133884732561645,10.050527295185443,9.583626581720113
gene-phage515_00050,phage,hmzG,8.54188580400661,8.616314282284044,8.492285555710053,10.110623665704521,10.168885671747175,10.618983136759836,11.44755459752856,11.36915901524758,10.811020042736384
gene-phage515_00135,phage,gene-phage515_00135,7.925518979786926,8.050384453067021,7.902857191280582,9.512886426076506,9.625227618663251,9.935276875025535,10.215447517447432,9.850244991140409,9.630037062331072
gene-phage515_00121,phage,bmpC,7.92443418488756,8.041734711487537,7.9287663216266955,9.302007560502007,9.395906658935026,9.689737246238513,10.11094877644823,9.357897936333798,9.443355043085656
gene-phage515_00003,phage,gene-phage515_00003,7.603897968521881,7.716460800176355,7.630461261783627,7.671826797878781,7.513163545234075,7.946971357693591,7.293697720601438,7.373374309910049,6.747586526829315
gene-phage515_00225,phage,gene-phage515_00225,7.907283609426348,8.006700845440367,8.068402958569699,6.745236349484363,6.725033642166843,7.2875606403097235,7.234177179749849,7.135687347028144,6.456769655572163
gene-phage515_00009,phage,gene-phage515_00009,7.154615356913663,7.134093721192866,7.444248649496705,6.329720905522696,6.184148890937483,6.733401891837359,6.444131256700441,6.668228248417403,6.161207321695077
gene-phage515_00196,phage,gene-phage515_00196,8.4096079807363,8.558143177745192,8.432724034789787,9.243581705755984,9.217117356255207,9.618535084655214,9.5767180913763,9.141311785565748,8.896861744480391
gene-phage515_00064,phage,gene-phage515_00064,8.350429973538136,8.444622498581403,8.294049640102028,9.269175157697076,9.397317740306331,9.675645480440364,9.93066488054092,9.739261284011265,9.317848579691468
gene-phage515_00195,phage,mbpZ,7.692113339595466,7.821242083523558,7.714677473800927,8.361007108226909,8.321664807135,8.733755131364893,8.65434302956347,8.291045131081729,7.990238185720363
gene-phage515_00022,phage,gene-phage515_00022,6.687108607866515,6.741700694652055,6.4457198193855785,8.756682421266532,8.872066513408342,9.113719333371757,9.19309247856663,8.52158353971753,8.56522116042682
gene-phage515_00216,phage,gene-phage515_00216,7.1846291527173145,7.293017679772782,7.301822342137932,7.406103381237015,7.0825485693553,7.623153068476902,7.122059881629142,7.22983877815125,6.555356891810665
gene-phage515_00161,phage,gene-phage515_00161,7.640603826393634,7.691656822810547,7.60489448081162,8.800113946766308,8.844912950899548,9.192685436737461,8.990939806940807,8.796036315200814,8.335191583433202
gene-phage515_00191,phage,gene-phage515_00191,8.182279739259018,8.312135107648412,8.129469764784231,9.409027282856401,9.508814005506162,9.764800032762235,9.410256237171089,9.372714290960442,8.966994113344454
gene-phage515_00150,phage,gene-phage515_00150,7.962763930168115,8.06117135969092,7.88758403166028,9.30328411761892,9.385469458188632,9.657203308780275,9.483872808823522,8.93022956502072,8.942983665985647
gene-phage515_00174A,phage,gene-phage515_00174A,4.1588830833596715,4.6913478822291435,3.970291913552122,5.5053315359323625,5.703782474656201,5.996452088619021,6.729824070489475,5.802118375377063,5.817111159963204
gene-phage515_00221,phage,gene-phage515_00221,7.149131598557407,7.27931883541462,7.160845906664299,7.913155185928068,7.791935956938058,8.148734808937169,7.3987862754199485,7.44716835960004,6.815639990074331
gene-phage515_00005,phage,gene-phage515_00005,7.406103381237015,7.561121589530238,7.451241684987676,7.957877358489813,7.865955413933502,8.21878715560148,7.669028288589683,7.508787170634276,6.961296045910167
gene-phage515_00101,phage,gene-phage515_00101,5.82600010738045,5.8805329864007,5.75890177387728,6.885509670034818,7.095893221097532,7.3796321526095525,9.63971730013066,8.643825842349603,8.905444318789714
gene-phage515_00166,phage,gene-phage515_00166,7.074963197966044,7.037905963447182,6.96979066990159,8.344742754417545,8.383433201236713,8.73165920153676,8.62155320674048,8.084562415235304,7.940583827104244
gene-phage515_00089,phage,gene-phage515_00089,7.601402334583733,7.7102051944325325,7.6128310304073565,9.6542566664586,9.559869847754044,10.223067921487123,11.434206880258824,11.034631566206722,10.761852517406659
gene-phage515_00164,phage,mbpG,7.295735072749282,7.367077059881012,7.122866658599083,9.052984561199976,9.128587870103924,9.46877384406884,9.978548641758007,9.713113662551345,9.252633284166434
gene-phage515_00085,phage,gene-phage515_00085,5.572154032177765,5.5053315359323625,5.556828061699537,7.51479976048867,7.853216388156072,8.184792654165078,10.267053697512587,9.660396363412222,9.645364282325891
gene-phage515_00053,phage,gene-phage515_00053,9.49942146534167,9.623442907213558,9.446360661104071,10.30601501665695,10.394365538492423,10.678283842123477,10.60346137843835,10.416999564727426,10.01971382150426
gene-phage515_00040,phage,gene-phage515_00040,3.6375861597263857,3.7612001156935624,3.5553480614894135,4.897839799950911,4.882801922586371,5.1647859739235145,6.821107472256465,6.293419278846481,6.184148890937483
gene-phage515_00139,phage,gene-phage515_00139_gene_nrdE,8.226038429485484,8.347590407030058,8.09040229659332,10.087848694627853,10.286809295958603,10.527097070380183,11.006241253704788,10.106958868052818,10.184296056044737
gene-phage515_00041,phage,gene-phage515_00041,4.852030263919617,4.983606621708336,4.875197323201151,6.1903154058531475,6.214608098422191,6.652863029353347,7.866338923046544,7.6544432264701125,7.353081920515432
gene-phage515_00118,phage,bmpA,7.716015266642587,7.80994708647679,7.7336835707759,7.970394907191429,8.011355109161286,8.347353412124338,9.15440473964588,8.34283980427146,8.303752415563412
gene-phage515_00162,phage,gene-phage515_00162,8.335431477880796,8.39931015075952,8.274357006756292,9.569901147893372,9.647562511697538,9.933580192843298,9.952658596542577,9.661861751843032,9.248502833070532
gene-phage515_00182,phage,mbpK,7.969357742016346,8.029107054619736,7.941295570906532,8.250358951477294,8.204945165019208,8.560061091643414,8.10892415597534,7.934871565945177,7.539027055823995
gene-phage515_00002,phage,gene-phage515_00002_gene_treB,7.126087273299125,7.153833801578843,7.10085190894405,7.297091005160418,7.062191632286556,7.586803535162581,7.114769448366463,7.170119543449628,6.51025834052315
gene-phage515_00061,phage,gene-phage515_00061,8.722742874329398,8.84043543926657,8.66957087183712,9.895052073715027,10.058266606323683,10.313708002728152,10.670489101666554,10.380559889496727,10.034296492647542
gene-phage515_00224,phage,gene-phage515_00224,7.176254532017144,7.150701457592526,7.421177528595393,6.39024066706535,6.135564891081739,6.790097235513905,6.428105272684596,6.645090969505644,6.133398042996649
