Geneid,Entity,Symbol,bim-phage-35_R1,bim-phage-35_R2,bim-phage-35_R3,bim-phage-35_R4,bim-phage-35_R5,bim-phage-60_R1,bim-phage-60_R2,bim-phage-60_R3,bim-phage-60_R4,bim-phage-60_R5,bim-phage-120_R1,bim-phage-120_R2,bim-phage-120_R3,bim-phage-120_R4,bim-phage-120_R5,Temporal_Class
gene-DMS3-27,phage,gene-DMS3-27,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,1.6094379124341003,0.6931471805599453,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.6931471805599453,early
gene-DMS3-47,phage,gene-DMS3-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,0.0,0.0,middle
gene-DMS3-36,phage,gene-DMS3-36,1.3862943611198906,1.9459101490553132,2.1972245773362196,2.4849066497880004,2.1972245773362196,2.0794415416798357,1.9459101490553132,2.0794415416798357,2.5649493574615367,1.0986122886681098,1.791759469228055,2.5649493574615367,2.302585092994046,1.0986122886681098,0.6931471805599453,middle
gene-DMS3-46,phage,gene-DMS3-46,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,late
gene-DMS3-38,phage,gene-DMS3-38,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.791759469228055,1.791759469228055,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,1.791759469228055,0.0,1.9459101490553132,1.0986122886681098,late
gene-DMS3-29,phage,gene-DMS3-29,0.0,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,early
gene-DMS3-13,phage,gene-DMS3-13,0.6931471805599453,0.0,0.0,0.0,1.0986122886681098,1.6094379124341003,0.0,1.6094379124341003,1.791759469228055,1.0986122886681098,0.0,1.9459101490553132,1.6094379124341003,2.1972245773362196,1.3862943611198906,late
gene-DMS3-35,phage,gene-DMS3-35,0.6931471805599453,1.0986122886681098,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,0.0,late
gene-DMS3-48,phage,gene-DMS3-48,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.9459101490553132,1.791759469228055,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.791759469228055,middle
gene-DMS3-18,phage,gene-DMS3-18,0.0,0.0,0.0,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.3862943611198906,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.791759469228055,2.1972245773362196,1.9459101490553132,late
gene-DMS3-43,phage,gene-DMS3-43,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.791759469228055,1.9459101490553132,1.3862943611198906,1.791759469228055,1.9459101490553132,1.791759469228055,2.0794415416798357,1.791759469228055,2.4849066497880004,1.3862943611198906,1.791759469228055,1.791759469228055,late
gene-DMS3-21,phage,V,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.791759469228055,1.3862943611198906,1.791759469228055,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.791759469228055,0.0,1.0986122886681098,1.791759469228055,early
gene-DMS3-11,phage,gene-DMS3-11,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,1.6094379124341003,1.9459101490553132,1.791759469228055,2.3978952727983707,2.0794415416798357,2.3978952727983707,2.833213344056216,1.3862943611198906,2.0794415416798357,2.1972245773362196,late
gene-DMS3-5,phage,gene-DMS3-5,1.9459101490553132,2.6390573296152584,2.1972245773362196,1.791759469228055,2.8903717578961645,3.1354942159291497,2.3978952727983707,2.70805020110221,3.332204510175204,2.5649493574615367,2.995732273553991,3.4339872044851463,2.6390573296152584,3.044522437723423,2.4849066497880004,late
gene-DMS3-26,phage,gene-DMS3-26,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.0,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,early
gene-DMS3-19,phage,gene-DMS3-19,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003,middle
gene-DMS3-7,phage,gene-DMS3-7,1.0986122886681098,1.791759469228055,1.6094379124341003,0.0,2.0794415416798357,2.8903717578961645,2.0794415416798357,2.5649493574615367,2.70805020110221,2.0794415416798357,2.1972245773362196,2.995732273553991,2.5649493574615367,2.772588722239781,2.0794415416798357,late
gene-DMS3-30,phage,gene-DMS3-30,,,,,,,,,,,,,,,,early
gene-DMS3-33,phage,gene-DMS3-33,2.9444389791664403,3.2188758248682006,3.4011973816621555,3.5553480614894135,4.07753744390572,4.110873864173311,3.713572066704308,3.367295829986474,3.4339872044851463,3.332204510175204,3.6635616461296463,3.8918202981106265,3.5263605246161616,3.044522437723423,3.295836866004329,early
gene-DMS3-20,phage,gene-DMS3-20,1.0986122886681098,0.0,0.0,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,1.6094379124341003,0.0,1.0986122886681098,0.6931471805599453,late
gene-DMS3-17,phage,gene-DMS3-17,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,0.0,1.9459101490553132,1.0986122886681098,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.791759469228055,1.0986122886681098,early
gene-DMS3-25,phage,gene-DMS3-25,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.791759469228055,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.9459101490553132,1.3862943611198906,late
gene-DMS3-1,phage,gene-DMS3-1,0.6931471805599453,0.6931471805599453,1.791759469228055,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.3862943611198906,early
gene-DMS3-40,phage,gene-DMS3-40,0.0,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.9459101490553132,1.791759469228055,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.6094379124341003,1.791759469228055,0.0,1.0986122886681098,0.6931471805599453,early
gene-DMS3-12,phage,gene-DMS3-12,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055,late
gene-DMS3-22,phage,gene-DMS3-22,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.791759469228055,1.3862943611198906,0.0,1.6094379124341003,1.0986122886681098,1.3862943611198906,middle
gene-DMS3-16,phage,gene-DMS3-16,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003,0.6931471805599453,late
gene-DMS3-24,phage,gene-DMS3-24,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.6094379124341003,0.0,1.3862943611198906,1.3862943611198906,late
gene-DMS3-10,phage,gene-DMS3-10,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,1.9459101490553132,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,1.3862943611198906,1.3862943611198906,late
gene-DMS3-6,phage,gene-DMS3-6,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.791759469228055,2.772588722239781,2.4849066497880004,2.1972245773362196,2.70805020110221,1.0986122886681098,2.302585092994046,2.70805020110221,1.791759469228055,2.0794415416798357,2.0794415416798357,early
gene-DMS3-8,phage,gene-DMS3-8,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.3862943611198906,0.0,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.6931471805599453,middle
gene-DMS3-39,phage,gene-DMS3-39,1.9459101490553132,2.0794415416798357,2.5649493574615367,1.9459101490553132,2.6390573296152584,2.0794415416798357,2.0794415416798357,1.791759469228055,2.0794415416798357,2.0794415416798357,2.4849066497880004,2.3978952727983707,1.9459101490553132,2.3978952727983707,2.302585092994046,early
gene-DMS3-31,phage,gene-DMS3-31,,,,,,,,,,,,,,,,early
gene-DMS3-51,phage,gene-DMS3-51,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,early
gene-DMS3-37,phage,gene-DMS3-37,1.0986122886681098,2.0794415416798357,2.3978952727983707,2.1972245773362196,2.772588722239781,2.1972245773362196,1.9459101490553132,1.3862943611198906,2.1972245773362196,1.0986122886681098,2.3978952727983707,2.4849066497880004,1.791759469228055,2.0794415416798357,1.6094379124341003,early
gene-DMS3-2,phage,gene-DMS3-2,1.9459101490553132,2.302585092994046,2.833213344056216,2.1972245773362196,2.833213344056216,3.091042453358316,2.8903717578961645,2.772588722239781,2.6390573296152584,2.5649493574615367,2.6390573296152584,2.70805020110221,2.1972245773362196,2.833213344056216,2.833213344056216,early
gene-DMS3-52,phage,gene-DMS3-52,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003,0.6931471805599453,early
gene-DMS3-41,phage,gene-DMS3-41,2.302585092994046,1.9459101490553132,2.1972245773362196,2.1972245773362196,2.772588722239781,2.833213344056216,2.5649493574615367,2.5649493574615367,2.3978952727983707,1.791759469228055,2.302585092994046,3.091042453358316,2.302585092994046,2.302585092994046,2.1972245773362196,late
gene-DMS3-45,phage,gene-DMS3-45,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,early
gene-DMS3-4,phage,gene-DMS3-4,2.302585092994046,2.5649493574615367,2.302585092994046,2.302585092994046,3.2188758248682006,3.1780538303479458,2.70805020110221,3.1354942159291497,3.1780538303479458,2.70805020110221,2.995732273553991,3.7376696182833684,1.9459101490553132,2.9444389791664403,2.70805020110221,late
gene-DMS3-50,phage,gene-DMS3-50,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,middle
gene-DMS3-9,phage,gene-DMS3-9,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,0.0,late
gene-DMS3-3,phage,gene-DMS3-3,1.791759469228055,2.302585092994046,2.4849066497880004,1.791759469228055,2.3978952727983707,2.5649493574615367,2.3978952727983707,2.8903717578961645,2.6390573296152584,1.791759469228055,2.833213344056216,2.9444389791664403,1.6094379124341003,2.5649493574615367,2.6390573296152584,late
gene-DMS3-34,phage,gene-DMS3-34,2.1972245773362196,2.302585092994046,3.091042453358316,3.091042453358316,3.5553480614894135,3.332204510175204,3.367295829986474,2.5649493574615367,2.833213344056216,3.1354942159291497,3.2188758248682006,3.4011973816621555,2.995732273553991,3.091042453358316,2.833213344056216,early
gene-DMS3-32,phage,gene-DMS3-32,1.6094379124341003,2.1972245773362196,3.1354942159291497,2.4849066497880004,3.5263605246161616,3.258096538021482,2.772588722239781,2.995732273553991,2.995732273553991,2.833213344056216,2.9444389791664403,3.4965075614664802,2.0794415416798357,2.5649493574615367,2.6390573296152584,early
gene-DMS3-15,phage,gene-DMS3-15,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,early
gene-DMS3-28,phage,gene-DMS3-28,0.0,0.0,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.1972245773362196,0.6931471805599453,1.6094379124341003,0.0,late
gene-DMS3-23,phage,gene-DMS3-23,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,middle
gene-DMS3-44,phage,gene-DMS3-44,0.0,0.0,1.0986122886681098,1.6094379124341003,2.302585092994046,1.0986122886681098,2.0794415416798357,2.1972245773362196,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.302585092994046,1.3862943611198906,1.3862943611198906,1.3862943611198906,early
gene-DMS3-14,phage,gene-DMS3-14,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,1.9459101490553132,0.0,1.3862943611198906,0.6931471805599453,late
gene-DMS3-49,phage,gene-DMS3-49,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.0,0.0,late
gene-DMS3-42,phage,gene-DMS3-42,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.791759469228055,0.6931471805599453,early
